source,destination,amount,usdamount
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,7uTT8Xi5RWXzy7h9XL244GRgEycDYDhLjr3ZyNdXi8pZ,7.099999999999999,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,RB744ywPsCGeicdbA44VcYorYSMV3hDnN41UrDLvTGG,215.20000000000005,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,GGiccgahFFaPFMjT32unqziCZz3AvFkkGSCBDximbSRU,49.1,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,BJqrMMVFrMTM9V93w2JN2uv73WX9JxZgEbbFdevWEt6x,4.0,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,6jXGgGTLAANz4HgrhtRaTTMrtfsectwfKt34sUw8RXGy,6.1,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,BDkga3WndRPLTatHnhjKsp7wFSCEk1bf3c1iin14cdbp,9.9,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,DT2krA8vSP96D68nH86eAztZHVM18YB5i4gDXjLBDXm7,6.0,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,7poCrjo73GeSoPBGCboy7qGdcsgtMuXZVkV7x9EDv5gK,0.0,44.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,HTXYZjEZ1YctqKDcdodDioU46i26xv7n1KWQCuY6tPZw,24.6,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,Mihso7kXXNPb7GUZ71H7MedYrpW88MTQFdLKrtAnDvj,8.000000000000002,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,4nvJ5zWdVspxJiNZzB127U6amPH98SFFkBx2JZrAduia,0.0,199.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,9t4P5wMwfFkyn92Z7hf463qYKEZf8ERVZsGBEPNp8uJx,0.0,866.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,AioJRQXvcDLRhHMd6DAkTbbMpgVx63qSGQYmRBS2vHYA,0.0,28.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,8XrtGP8RG33AnrN2yJ6H3gnXPNQ3dYXKqM72bpzhcsd6,0.0,98.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,xDTVdH7CGuDhRebhtfSxE33ZL1crUKwM3GnSb9a7DKm,2.5,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,BmkUoKMFYBxNSzWXyUjyMJjMAaVz4d8ZnxwwmhDCUXFB,0.0,2059.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,3Yz6kC8D44ES92sHKtRHjhGQaN4iG12qSPzCY4XYeLhL,0.0,3273.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,FbruxBVHi463Agw2B3Vy27cBkGnEN5g1f4NcHe3REXfe,0.0,25.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,GoJSsR8AwPWCbbbFfwVtT97vTEdKs3kwGkahgvhiybMU,0.0,74.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,HbYjRzx7teCxqW3unpXBEcNHhfVZvW2vW9MQ99TkizWt,0.0,36.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,78XLAWgqi2DGx61fHnieLZfT8SGq15WNK2t3ivx9XFSs,3.0,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,9n5JZGhE31tWh2guMgke5Xhx178oMUexCjkA56E9RL15,0.0,256.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,BuqEDKUwyAotZuK37V4JYEykZVKY8qo1zKbpfU9gkJMo,2.2,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,HjkGLCPnsMr4yP2Tmi1Uj7gV7Y2xDj2Npn9kYfVBYr2s,0.0,454.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,G4CD7aqqZZ6QKCNHrc1MPdS9Aw8BWmQ5ZkDd54W6mAEG,0.0,46.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,EXrqY7jLTLp83H38L8Zw3GvGkk1KoQbYTckPGBghwD8X,0.0,98.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,6zAcFYmxkaH25qWZW5ek4dk4SyQNpSza3ydSoUxjTudD,4.2,0.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,A8pPnJ9AgTKtR2xSZjMTtyqYBV7eu2qCsh8FtFbCnSAx,0.0,48.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,JSvtokJbtGsYhneKomFBjnJh4djEQLdHV2kAeS43bBZ,0.0,51.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,BsLY7Qxh8NM61MDj6DK1UWdSprJfTEBPnp6Lc9iw2Gmw,0.0,437.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,uxVBCVXNqmtbmTg3MhnhKZKmeT1NuuDUoeiPqcJRcdx,0.0,253.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,6LY18KVuCSfEPUtWrxCN4HytFUBLqPHRpSN74zHBmn9h,0.0,114.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,Gjmjory7TWKJXD2Jc6hKzAG991wWutFhtbXudzJqgx3p,0.0,54.0
JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,60.19999999999999,3666.0
RBHdGVfDfMjfU6iUfCb1LczMJcQLx7hGnxbzRsoDNvx,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,92.99999999999994,0.0
Cc3bpPzUvgAzdW9Nv7dUQ8cpap8Xa7ujJgLdpqGrTCu6,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,64.8,0.0
54Pz1e35z9uoFdnxtzjp7xZQoFiofqhdayQWBMN7dsuy,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,3.9,0.0
ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,2.8,293.0
2WpDMeGbPVug8ZJ6wNMZ9PDua4djEpoNgfedXbupX9eL,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,20.1,0.0
AdnfjNRrZpSLhtJ5JQRpZzk8jBLGgpC39s2pWBmt69cr,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,2.7,0.0
89pC36Etp3LmNYNzCY4SZCJ2jRs4XigzyoweosQnERyi,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,2.6,0.0
HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,0.6,12.0
69yhtoJR4JYPPABZcSNkzuqbaFbwHsCkja1sP1Q2aVT5,JUM7YV3iMvSBxQnjBtxVX5C1vwPgkE6kfPmwQe26cVR,0.0,75.0
